,index,word,_score,_pvalue
0,2908,động_cơ,733.5300044119275,1.529764048314772e-161
1,2626,vận_hành,441.07955212535177,6.302236795455722e-98
2,925,công_suất,415.4328272249624,2.4074553345651087e-92
3,1667,mã_lực,401.4891376583009,2.610775882145386e-89
4,2688,xoắn,261.1459524346466,9.654459150277337e-59
5,1623,men,255.18875261194,1.919951457249737e-57
6,1673,mô,255.18875261194,1.919951457249737e-57
7,2139,sức_mạnh,227.36081706748982,2.2434610317904085e-51
8,1850,nm,202.45023696682463,6.097491517220891e-46
9,1687,mạnh_mẽ,180.268715322252,4.233982880188985e-41
10,1416,khả_năng,153.71527304110003,2.6727192457001736e-35
11,1016,dung_tích,148.85625605679326,3.0829119473571114e-34
12,2733,áp,103.25236261819717,2.950635328006742e-24
13,994,cực_đại,96.30486513965438,9.848772104043501e-23
14,2357,trang_bị_động_cơ,96.30486513965438,9.848772104043501e-23
15,2483,tăng,71.35514169832067,2.983793130116219e-17
16,1427,khối,68.41736589231304,1.3230726625426475e-16
17,2705,xăng,62.170618453723826,3.149521145995177e-15
18,1686,mạnh,53.32432484027932,2.827831530173895e-13
19,1344,hộp_số,52.28536877246435,4.799369998974416e-13
20,1499,lanh,47.88110832621021,4.528642755471003e-12
21,1474,kích_thước,46.30050661329574,1.0143772778453934e-11
22,961,cấp,44.31401333228535,2.7970679566336408e-11
23,2680,xi_lanh,41.88625592417062,9.67402452182278e-11
24,2117,sản_sinh,41.026791890683164,1.501566544205468e-10
25,2250,thẳng,41.026791890683164,1.501566544205468e-10
26,1025,dài,40.53835709436524,1.9279392149701266e-10
27,759,chiều,38.7135052763956,4.9080139439205e-10
28,1140,giá,37.953795723809826,7.243999941123103e-10
29,2699,xy,34.90521327014217,3.461527852921533e-09
30,1013,dohc,34.90521327014217,3.461527852921533e-09
31,2442,turbo,28.489835139201464,9.419170227357709e-08
32,2485,tăng_tốc,28.48631448216394,9.43631356784867e-08
33,2522,tối_đa,28.48631448216394,9.43631356784867e-08
34,2909,động_cơ_diesel,27.924170616113745,1.2616388063802183e-07
35,1944,phút,27.924170616113745,1.2616388063802183e-07
36,142,188,27.924170616113745,1.2616388063802183e-07
37,2569,van,27.924170616113745,1.2616388063802183e-07
38,2612,vòng,27.905216487614336,1.2740582035316502e-07
39,2142,sử_dụng,27.465405049868522,1.5992985027680196e-07
40,1049,dầu,27.44488523813048,1.6163579360229926e-07
41,938,cơ_sở,26.21384928716904,3.056228016428792e-07
42,2742,êm_ái,22.97101808326604,1.644621873153712e-06
43,2016,road,22.157006666142674,2.5123736486152568e-06
44,1901,off,22.157006666142674,2.5123736486152568e-06
