,index,word,_score,_pvalue
0,1474,kích_thước,320.02547605576365,1.4300525762889218e-71
1,1025,dài,275.0660106693122,8.92959014855119e-62
2,1140,giá,271.021423333485,6.796667404938637e-61
3,759,chiều,270.4741324725048,8.944879145300728e-61
4,938,cơ_sở,163.08582394190466,2.3959177509751426e-37
5,1722,mức,151.71598260279671,7.309716247044787e-35
6,1893,nội_thất,142.25788701152854,8.540695269407953e-33
7,2372,triệu,135.1337194973165,3.0866502930512174e-31
8,2892,đồng,134.131441954453,5.113551465047682e-31
9,638,bán,133.99600719352065,5.474546223756482e-31
10,2037,rộng,131.33291683327704,2.0937586185808944e-30
11,578,an_toàn,123.07254375002069,1.3444243057227586e-28
12,1409,không_gian,119.51405937853306,8.0820498960748e-28
13,1637,mm,98.02445737495779,4.1324688618210474e-23
14,2039,rộng_rãi,97.96204129326932,4.2648002146192296e-23
15,2908,động_cơ,96.779556693101,7.749210887022393e-23
16,914,có_giá,85.5769669327252,2.228562476911132e-20
17,2534,tổng_thể,83.42743991038623,6.609810893624215e-20
18,2226,thông_số,82.14530674677476,1.264407481683215e-19
19,2033,rẻ,78.0685779659949,9.95246001482792e-19
20,1605,lớn,67.18631644694102,2.470227154741874e-16
21,2626,vận_hành,59.383316420872895,1.2976455969284823e-14
22,925,công_suất,58.89167616875712,1.6659548916886067e-14
23,2179,thiết_kế,57.32553964464881,3.693280631199721e-14
24,1667,mã_lực,57.05131128848346,4.2458819377266336e-14
25,2356,trang_bị,51.9898949908216,5.578699147621928e-13
26,1918,phiên_bản,46.099130532052286,1.1241833402124759e-11
27,2433,trục,45.64312267657992,1.4188335361052767e-11
28,1834,nhỉnh,44.233758227190364,2.914122228696361e-11
29,1381,khoang,43.61505150122607,3.9975261804623454e-11
30,1954,phần,41.15436036180182,1.4066909741478567e-10
31,707,bộ,40.912552634359415,1.591953325067558e-10
32,2688,xoắn,40.48802736602052,1.9782453035093948e-10
33,1416,khả_năng,39.46242409480553,3.344331665168514e-10
34,923,công_nghệ,38.988888472249705,4.2622460507672596e-10
35,2475,tính_năng,38.103381331253466,6.709375941552218e-10
36,1673,mô,37.72748004561004,8.135045240520794e-10
37,1623,men,37.72748004561004,8.135045240520794e-10
38,1359,inch,36.055104454366045,1.9181565854874376e-09
