,index,word,_score,_pvalue
0,1470,kích_thước,331.6200139184247,1.4229613476342783e-71
1,758,chiều,309.9770221039581,6.891980505783661e-67
2,1024,dài,301.2563213308178,5.319412267980783e-65
3,2485,tương_tự,299.6356470659328,1.1929574993589565e-64
4,1139,giá,272.7327785057471,7.910830415713269e-59
5,1889,nội_thất,189.6125010186509,7.401413717954506e-41
6,937,cơ_sở,181.10190372187523,5.0991919290255106e-39
7,1830,nhỉnh,153.79676334992325,3.996387693041336e-33
8,1718,mức,153.47786941638088,4.6824116264203975e-33
9,2030,rộng,152.27377713868316,8.516213355631526e-33
10,2363,triệu,136.40523819038364,2.25156257978278e-29
11,638,bán,135.58736958708354,3.3790515777539555e-29
12,2880,đồng,135.40895102542493,3.691952614416861e-29
13,1601,lớn,128.80356901131174,9.792593284243277e-28
14,1406,không_gian,126.08509854998596,3.772637275481092e-27
15,578,an_toàn,121.56622877300933,3.548990075562692e-26
16,1633,mm,108.17978070829794,2.7041608874698903e-23
17,2032,rộng_rãi,104.72223650830271,1.49935361191705e-22
18,2896,động_cơ,98.16309581308107,3.858577937850643e-21
19,2525,tổng_thể,94.30526368831815,2.6038400515575285e-20
20,2218,thông_số,90.32643641803286,1.8639818978300296e-19
21,913,có_giá,86.36478711162256,1.3218349304254986e-18
22,2026,rẻ,78.88299244485444,5.328587156693513e-17
23,1745,ngoại_thất,74.05368669386581,5.779760280510708e-16
24,2171,thiết_kế,70.07174133504655,4.119993588543459e-15
25,1379,khoang,62.81533755006057,1.4707927961096043e-13
26,2617,vận_hành,60.86511753699904,3.840601449864293e-13
27,924,công_suất,59.43383199079402,7.765964610567013e-13
28,1663,mã_lực,57.57652474108171,1.9356857344882113e-12
29,1194,gầm,57.527278535597624,1.9831193918603935e-12
30,689,bề_thế,54.65696465696467,8.126287127065058e-12
31,2844,đẳng_cấp,52.146949582269116,2.7866937651143717e-11
32,1045,dải_crom,52.146949582269116,2.7866937651143717e-11
33,2775,đàn_anh,52.146949582269116,2.7866937651143717e-11
34,2347,trang_bị,51.740981831172,3.401016627505297e-11
35,1306,hơn,50.07334083534869,7.706952255722689e-11
36,1914,phiên_bản,48.59951760844483,1.5873777609386326e-10
37,2424,trục,47.67838364398057,2.492926770792097e-10
38,869,crom,45.19770154997077,8.399443373708145e-10
39,1381,khoảng,44.50693164803758,1.1777278559706562e-09
40,706,bộ,44.30574350819586,1.2995415157955925e-09
