,index,word,_score,_pvalue
0,578,an_toàn,1187.0818475096912,3.915495019046674e-260
1,2356,trang_bị,145.43139899815077,1.7284123235736973e-33
2,2475,tính_năng,139.50514876561812,3.4152900552055864e-32
3,2481,túi,125.98615966161815,3.09635238654665e-29
4,923,công_nghệ,125.55673934626995,3.8443938615660745e-29
5,1399,khí,111.4092856677048,4.813334117876114e-26
6,1613,lực,90.42148760330578,1.9246455134997572e-21
7,1285,hàng_loạt,67.25111934796108,2.3903505041787386e-16
8,1916,phanh,54.97385299514073,1.2214398413760192e-13
9,825,chống,52.562641532470685,4.1674159791010856e-13
10,1732,ncap,51.66942148760331,6.567772941285661e-13
11,560,abs,51.66942148760331,6.567772941285661e-13
12,1074,ebd,51.66942148760331,6.567772941285661e-13
13,2051,sao,43.32050645800427,4.646879203824897e-11
14,1332,hệ_thống,41.38434174799882,1.2505508645616788e-10
15,652,bó,38.75206611570248,4.812006100001162e-10
16,2898,đổ,38.75206611570248,4.812006100001162e-10
17,564,activsense,38.75206611570248,4.812006100001162e-10
18,2779,điện_tử,36.996379460601155,1.1834879894684301e-09
19,1456,kiểm_soát,36.70382766770832,1.3750917964884467e-09
20,723,camera,36.70382766770832,1.3750917964884467e-09
21,2181,thiếu,31.831224476487087,1.6816742453092278e-08
22,1339,hỗ_trợ,28.08564219630034,1.1606373214749872e-07
23,2407,trượt,27.583403393558694,1.5046428856572637e-07
24,2312,tiền,26.712811994612725,2.3605116313716987e-07
25,1474,kích_thước,26.243761996161233,3.0092528692051415e-07
26,1466,kéo,26.196346142079868,3.0840552540839986e-07
27,1189,gói,26.196346142079868,3.0840552540839986e-07
28,589,asean,25.834710743801654,3.7193920497960446e-07
29,2803,đèo,25.834710743801654,3.7193920497960446e-07
30,2252,thế_giới,25.834710743801654,3.7193920497960446e-07
31,1430,khởi_hành,25.834710743801654,3.7193920497960446e-07
32,815,chệch,25.834710743801654,3.7193920497960446e-07
33,2697,xuống_dốc,25.834710743801654,3.7193920497960446e-07
34,1542,làn_đường,25.834710743801654,3.7193920497960446e-07
35,266,360,25.834710743801654,3.7193920497960446e-07
36,998,danh_sách,25.057800312077603,5.563722787517578e-07
37,1140,giá,24.07613563659629,9.260082039214638e-07
38,759,chiều,22.140754958413304,2.533731921334526e-06
39,2296,tiên_tiến,20.91317185112334,4.805786397581789e-06
40,1195,gấp,20.91317185112334,4.805786397581789e-06
41,1025,dài,19.80666387789695,8.568342998973328e-06
42,725,cao,18.95732627861105,1.336749858578542e-05
43,988,cứng,16.49215589854222,4.8851764674621336e-05
44,1722,mức,16.41202815099168,5.096082470937613e-05
45,2395,trôi,15.915612238243543,6.623014331367436e-05
46,2424,trộm,15.915612238243543,6.623014331367436e-05
47,1899,nữa,15.915612238243543,6.623014331367436e-05
48,1486,kể_cả,15.915612238243543,6.623014331367436e-05
49,1893,nội_thất,14.244401791426743,0.0001605376281054851
50,938,cơ_sở,14.166986564299426,0.00016727994658788828
51,2743,ít,14.04282109815017,0.0001786946743268536
52,1526,loạt,13.356405997306362,0.0002575413868826165
53,1557,lùi,13.356405997306362,0.0002575413868826165
54,949,cảm_biến,13.356405997306362,0.0002575413868826165
55,1401,khía_cạnh,13.356405997306362,0.0002575413868826165
56,2469,tình_huống,12.917355371900827,0.00032554949228923705
57,2000,ra_lệnh,12.917355371900827,0.00032554949228923705
58,1488,kịp_thời,12.917355371900827,0.00032554949228923705
59,2279,thử_nghiệm,12.917355371900827,0.00032554949228923705
60,2273,thứ_ba,12.917355371900827,0.00032554949228923705
61,1469,kênh,12.917355371900827,0.00032554949228923705
62,2692,xung_quanh,12.917355371900827,0.00032554949228923705
63,580,ancap,12.917355371900827,0.00032554949228923705
64,1930,phát_hiện,12.917355371900827,0.00032554949228923705
65,1933,phân_bổ,12.917355371900827,0.00032554949228923705
66,1940,phím,12.917355371900827,0.00032554949228923705
67,2708,xảy,12.917355371900827,0.00032554949228923705
68,2004,radio,12.917355371900827,0.00032554949228923705
69,262,350nm,12.917355371900827,0.00032554949228923705
70,941,cường_lực,12.917355371900827,0.00032554949228923705
71,2027,răng,12.917355371900827,0.00032554949228923705
72,2724,yếu_kém,12.917355371900827,0.00032554949228923705
73,2200,thuyết_phục,12.917355371900827,0.00032554949228923705
74,2045,safety,12.917355371900827,0.00032554949228923705
75,2184,thiếu_vắng,12.917355371900827,0.00032554949228923705
76,2735,áp_suất,12.917355371900827,0.00032554949228923705
77,2737,âm_lượng,12.917355371900827,0.00032554949228923705
78,2155,tcs,12.917355371900827,0.00032554949228923705
79,2747,ý_muốn,12.917355371900827,0.00032554949228923705
80,1492,l_ddi,12.917355371900827,0.00032554949228923705
81,1505,ldws,12.917355371900827,0.00032554949228923705
82,590,assist,12.917355371900827,0.00032554949228923705
83,2641,vỗ_ngực,12.917355371900827,0.00032554949228923705
84,780,chìa,12.917355371900827,0.00032554949228923705
85,2516,tặng,12.917355371900827,0.00032554949228923705
86,1632,mitsubishi_e,12.917355371900827,0.00032554949228923705
87,2528,tổ_chức,12.917355371900827,0.00032554949228923705
88,743,chevy,12.917355371900827,0.00032554949228923705
89,2449,tuyên_bố,12.917355371900827,0.00032554949228923705
90,2574,vinfast_fadil,12.917355371900827,0.00032554949228923705
91,219,26nm,12.917355371900827,0.00032554949228923705
92,1723,mức_độ,12.917355371900827,0.00032554949228923705
93,2591,vsm,12.917355371900827,0.00032554949228923705
94,2402,trước_tiên,12.917355371900827,0.00032554949228923705
95,1751,nguy_hiểm,12.917355371900827,0.00032554949228923705
96,841,chứng_nhận,12.917355371900827,0.00032554949228923705
97,691,bề_trên,12.917355371900827,0.00032554949228923705
98,850,cla,12.917355371900827,0.00032554949228923705
99,863,corolla_altis,12.917355371900827,0.00032554949228923705
100,1775,ngẩng,12.917355371900827,0.00032554949228923705
101,637,bám,12.917355371900827,0.00032554949228923705
102,629,bsm,12.917355371900827,0.00032554949228923705
103,2632,vặn,12.917355371900827,0.00032554949228923705
104,2636,vệ,12.917355371900827,0.00032554949228923705
105,2567,va_chạm,12.917355371900827,0.00032554949228923705
106,2148,tai_nạn,12.917355371900827,0.00032554949228923705
107,1169,glc200,12.917355371900827,0.00032554949228923705
108,1292,hành_trình,12.917355371900827,0.00032554949228923705
109,1340,hỗ_trợ_lực,12.917355371900827,0.00032554949228923705
110,1033,dây,12.917355371900827,0.00032554949228923705
111,2814,đông_nam_á,12.917355371900827,0.00032554949228923705
112,1326,hẵn,12.917355371900827,0.00032554949228923705
113,992,cực_kì,12.917355371900827,0.00032554949228923705
114,2845,đầu_gối,12.917355371900827,0.00032554949228923705
115,2850,đầy_ắp,12.917355371900827,0.00032554949228923705
116,2773,điểm_mù,12.917355371900827,0.00032554949228923705
117,1002,dbc,12.917355371900827,0.00032554949228923705
118,1073,eba,12.917355371900827,0.00032554949228923705
119,1358,iihs,12.917355371900827,0.00032554949228923705
120,1159,giọng,12.917355371900827,0.00032554949228923705
121,1218,hdc,12.917355371900827,0.00032554949228923705
122,982,cột,12.917355371900827,0.00032554949228923705
123,934,cơ_bản,12.593039823756156,0.00038718590457364186
124,2423,trội,12.30268837388014,0.000452306334545972
125,638,bán,12.248039378348226,0.00046574727465085536
126,2179,thiết_kế,12.076775431861805,0.0005105382192327174
127,2892,đồng,11.921944977607165,0.0005547652949076464
128,2372,triệu,11.689699296225207,0.0006284705503039321
129,2226,thông_số,11.689699296225207,0.0006284705503039321
130,1605,lớn,11.625141121685015,0.0006506630361752891
131,1061,dốc,10.994770599028143,0.0009136932151238655
132,960,cảnh_báo,10.994770599028143,0.0009136932151238655
133,744,chi,10.994770599028143,0.0009136932151238655
134,761,cho,10.584107238186508,0.0011406396507800726
135,2838,đạt,10.42669835865659,0.0012420658558958278
136,2517,tỏ,10.354216568053593,0.001291792766249575
