,index,word,_score,_pvalue
0,1140,giá,840.7629812520327,7.408436735437144e-185
1,638,bán,420.04162068571907,2.3899401905252586e-93
2,2892,đồng,405.1163018686219,4.238356645861515e-90
3,2372,triệu,396.7949110198739,2.745675247864499e-88
4,1722,mức,383.72323964001447,1.9247029997035203e-85
5,914,có_giá,250.65163882739557,1.872307879549268e-56
6,2033,rẻ,250.65163882739557,1.872307879549268e-56
7,1918,phiên_bản,110.1852239014022,8.924937606492142e-26
8,1474,kích_thước,101.33312598009557,7.774468885394386e-24
9,725,cao,92.50138994531468,6.727751100135264e-22
10,1816,nhất,92.01977613526692,8.581460959951797e-22
11,1025,dài,81.35052255027338,1.8903172914325972e-19
12,759,chiều,80.00388666441971,3.736739793124317e-19
13,2551,tỷ,72.17040358744396,1.9739416463261032e-17
14,726,cao_cấp,64.85781754485798,8.050206810196527e-16
15,950,cảm_giác,55.65097320927642,8.655007138256929e-14
16,1612,lựa_chọn,52.43345017126076,4.450779943968152e-13
17,2854,đắt,52.37170227306205,4.592947011869629e-13
18,938,cơ_sở,45.959378239088586,1.2073058715675129e-11
19,1001,dao_động,44.41255605381166,2.659757416037092e-11
20,1395,khách_hàng,44.26066692263669,2.8743387231062347e-11
21,2226,thông_số,44.06117934499469,3.1827091191836984e-11
22,1414,khúc,41.51504889904916,1.1696705345624722e-10
23,1932,phân,41.51504889904916,1.1696705345624722e-10
24,1589,lắp_ráp,41.43976470076864,1.2155935682629448e-10
25,2798,đây,41.12324417663567,1.429264416043977e-10
26,1847,niêm_yết,38.860986547085204,4.55085404273468e-10
27,2037,rộng,36.67292759670716,1.3970617873415247e-09
28,2581,việt_nam,35.558873707774005,2.4745719720846155e-09
29,1824,nhập_khẩu,34.59629071783784,4.056785816903226e-09
30,1197,gần,34.56076921405131,4.13149462714727e-09
31,2235,thương_hiệu,33.81787878129293,6.052011579035559e-09
32,1893,nội_thất,33.671325677960944,6.525553935207149e-09
33,1834,nhỉnh,33.618198423712144,6.7062359879651166e-09
34,2240,thấp,32.8684954962837,9.860841564172171e-09
35,1605,lớn,32.04091785693561,1.509591927717116e-08
36,1872,nước,31.648969171857967,1.8471261769307938e-08
