,index,word,_score,_pvalue
0,578,an_toàn,1176.7282302964145,8.210284174046353e-255
1,560,abs,338.1833333333333,5.3978019133685064e-73
2,1073,ebd,338.1833333333333,5.3978019133685064e-73
3,2173,thiếu,185.59493652831267,5.459037896681107e-40
4,2472,túi,184.42724362995966,9.757115753595255e-40
5,1397,khí,164.28263542802327,2.181899432966334e-35
6,2732,ít,156.31313649978603,1.1447842988374872e-33
7,2347,trang_bị,149.71273068810723,3.039032576260255e-32
8,2466,tính_năng,146.78541224367203,1.3006584743972871e-31
9,1628,mitsubishi_e,138.66666666666666,7.3272457343343e-30
10,1929,phân_bổ,138.66666666666666,7.3272457343343e-30
11,590,assist,138.66666666666666,7.3272457343343e-30
12,722,camera,128.1189966003188,1.3753434149762248e-27
13,922,công_nghệ,126.49560095713016,3.077517246965049e-27
14,1912,phanh,125.72066865098958,4.520237074079711e-27
15,1427,khởi_hành,123.7,1.231630572343148e-26
16,1609,lực,118.89733124018838,1.333233941036104e-25
17,2192,thuyết_phục,110.73333333333335,7.629773107841317e-24
18,2176,thiếu_vắng,110.73333333333335,7.629773107841317e-24
19,2725,áp_suất,110.73333333333335,7.629773107841317e-24
20,1072,eba,110.73333333333335,7.629773107841317e-24
21,2393,trước_tiên,110.73333333333335,7.629773107841317e-24
22,1338,hỗ_trợ_lực,110.73333333333335,7.629773107841317e-24
23,1283,hàng_loạt,91.75161010719418,9.210776252284833e-20
24,652,bó,86.93919413919413,9.950700323966594e-19
25,600,ba,84.78509964270096,2.8859179253656797e-18
26,2792,đèo,77.04212454212455,1.3223628700934664e-16
27,1728,ncap,69.67032967032966,5.0216763328979506e-15
28,2059,so_kè,68.3712023962345,9.527454646553516e-15
29,2886,đổ,68.1123321123321,1.0824036966543053e-14
30,2485,tương_tự,67.72315761669446,1.3112583792698094e-14
31,1538,làn_đường,63.07545787545788,1.2940087145350415e-13
32,266,360,63.07545787545788,1.2940087145350415e-13
33,814,chệch,63.07545787545788,1.2940087145350415e-13
34,1553,lùi,61.93753225196468,2.265698747891693e-13
35,1060,dốc,59.925738125802305,6.096941264610653e-13
36,2768,điện_tử,59.84106317302723,6.356260283308214e-13
37,2044,sao,59.39178756325282,7.928234731812056e-13
38,824,chống,55.277397313854294,5.991468759784319e-12
39,2522,tổng_kết,54.404535729567826,9.198906241428116e-12
40,1738,nghèo_nàn,54.404535729567826,9.198906241428116e-12
41,2087,suzuki_ciaz,54.404535729567826,9.198906241428116e-12
42,564,activsense,52.25274725274724,2.6456946435671947e-11
43,1453,kiểm_soát,44.0120368933591,1.5003231602267065e-09
44,1330,hệ_thống,42.51832516855313,3.1143489455305303e-09
45,1187,gói,40.82171040036435,7.134059838996759e-09
46,2415,trộm,40.74221795890602,7.416421765307418e-09
47,987,cứng,40.58320425830053,8.015186117931606e-09
48,1337,hỗ_trợ,38.98564695894606,1.747859667592598e-08
49,1193,gấp,38.52798976804112,2.184964763240431e-08
50,2398,trượt,37.70849497101101,3.258025561312634e-08
51,1853,nâng,35.67876194551419,8.7558389283974e-08
52,698,bỏ,35.67876194551419,8.7558389283974e-08
53,1415,khẩn_cấp,35.67876194551419,8.7558389283974e-08
54,589,asean,34.83516483516483,1.3199544163493584e-07
55,2244,thế_giới,34.83516483516483,1.3199544163493584e-07
56,2688,xuống_dốc,34.83516483516483,1.3199544163493584e-07
57,1905,pajero_sport,34.36442732848381,1.6595160789256815e-07
58,1463,kéo,34.02474546054226,1.957499370450614e-07
59,2303,tiền,33.78239051125536,2.202218655728076e-07
60,997,danh_sách,31.400311779745604,7.000669533772133e-07
61,2490,tương_đồng,30.10045558659921,1.3145139957742e-06
62,959,cảnh_báo,29.61346706353125,1.6641322979140104e-06
63,2287,tiên_tiến,29.012238852290203,2.226206994711528e-06
64,2536,tự_tin,26.375695335900726,7.957012187203729e-06
65,1315,hạng_mục,26.375695335900726,7.957012187203729e-06
66,1688,mắt,26.375695335900726,7.957012187203729e-06
67,1087,ertiga_sport,26.375695335900726,7.957012187203729e-06
68,2294,tiếc,26.35374411638853,8.041706873224295e-06
69,1806,nhược_điểm,26.35374411638853,8.041706873224295e-06
70,2191,thua_thiệt_hơn,26.35374411638853,8.041706873224295e-06
71,2930,ứng_dụng,26.35374411638853,8.041706873224295e-06
72,1470,kích_thước,25.67522464698331,1.1153597345890998e-05
73,1802,như,24.87458768350937,1.6401392757691537e-05
74,1139,giá,23.478818998716307,3.208898314838025e-05
75,1399,khía_cạnh,23.23998081507709,3.598885999138311e-05
76,1727,nay,23.21600984951434,3.64054498855628e-05
77,2334,toyota_wigo,22.02472400513479,6.446298085273757e-05
78,1895,nữa,21.91535593204399,6.793060133797938e-05
79,2386,trôi,21.91535593204399,6.793060133797938e-05
80,1482,kể_cả,21.91535593204399,6.793060133797938e-05
